"id","study","farm","plot","block","crop","type","original_coll_date","year","porewater_no3_mgl","porewater_drp_mgl","month","log_no3","log_drp","factor(type, levels = c(""L"", ""S""))"
62,"NREC-lys","ISU","202","2","F","L",2025-04-03,"2025",4.9,0.05,4,0.770852011642144,0.0211892990699381,"L"
110,"NREC-lys","ISU","202","2","F","L",2025-04-21,"2025",5.4,0.05,4,0.806179973983887,0.0211892990699381,"L"
122,"NREC-lys","ISU","302","3","F","L",2025-04-21,"2025",11.9,0.05,4,1.11058971029925,0.0211892990699381,"L"
170,"NREC-lys","ISU","302","3","F","L",2025-05-02,"2025",12.2,0.05,5,1.12057393120585,0.0211892990699381,"L"
218,"NREC-lys","ISU","302","3","F","L",2025-05-21,"2025",14.1,0.05,5,1.17897694729317,0.0211892990699381,"L"
86,"NREC-lys","ISU","401","4","F","L",2025-04-03,"2025",34,0.05,4,1.54406804435028,0.0211892990699381,"L"
134,"NREC-lys","ISU","401","4","F","L",2025-04-21,"2025",35.1,0.05,4,1.55750720190566,0.0211892990699381,"L"
182,"NREC-lys","ISU","401","4","F","L",2025-05-02,"2025",36.8,0.05,5,1.57749179983723,0.0211892990699381,"L"
230,"NREC-lys","ISU","401","4","F","L",2025-05-21,"2025",42.6,0.05,5,1.63948648926859,0.0211892990699381,"L"
60,"NREC-lys","ISU","105","1","GPC","L",2025-04-03,"2025",11.7,0.05,4,1.10380372095596,0.0211892990699381,"L"
108,"NREC-lys","ISU","105","1","GPC","L",2025-04-21,"2025",11.4,0.05,4,1.09342168516224,0.0211892990699381,"L"
156,"NREC-lys","ISU","105","1","GPC","L",2025-05-02,"2025",10,0.05,5,1.04139268515823,0.0211892990699381,"L"
204,"NREC-lys","ISU","105","1","GPC","L",2025-05-21,"2025",8.8,0.05,5,0.991226075692495,0.0211892990699381,"L"
72,"NREC-lys","ISU","206","2","GPC","L",2025-04-03,"2025",8.8,0.05,4,0.991226075692495,0.0211892990699381,"L"
120,"NREC-lys","ISU","206","2","GPC","L",2025-04-21,"2025",8.7,0.05,4,0.986771734266245,0.0211892990699381,"L"
168,"NREC-lys","ISU","206","2","GPC","L",2025-05-02,"2025",7.7,0.05,5,0.939519252618618,0.0211892990699381,"L"
216,"NREC-lys","ISU","206","2","GPC","L",2025-05-21,"2025",9.9,0.05,5,1.03742649794062,0.0211892990699381,"L"
96,"NREC-lys","ISU","405","4","GPC","L",2025-04-03,"2025",15.1,0.05,4,1.20682587603185,0.0211892990699381,"L"
144,"NREC-lys","ISU","405","4","GPC","L",2025-04-21,"2025",15.8,0.05,4,1.22530928172586,0.0211892990699381,"L"
192,"NREC-lys","ISU","405","4","GPC","L",2025-05-02,"2025",16.9,0.05,5,1.25285303097989,0.0211892990699381,"L"
240,"NREC-lys","ISU","405","4","GPC","L",2025-05-21,"2025",14,0.05,5,1.17609125905568,0.0211892990699381,"L"
64,"NREC-lys","ISU","204","2","PCRO","L",2025-04-03,"2025",14.8,0.05,4,1.19865708695442,0.0211892990699381,"L"
112,"NREC-lys","ISU","204","2","PCRO","L",2025-04-21,"2025",16.7,0.05,4,1.24797326636181,0.0211892990699381,"L"
160,"NREC-lys","ISU","204","2","PCRO","L",2025-05-02,"2025",20.8,0.05,5,1.3384564936046,0.0211892990699381,"L"
208,"NREC-lys","ISU","204","2","PCRO","L",2025-05-21,"2025",26.1,0.05,5,1.43296929087441,0.0211892990699381,"L"
76,"NREC-lys","ISU","304","3","PCRO","L",2025-04-03,"2025",13,0.05,4,1.14612803567824,0.0211892990699381,"L"
124,"NREC-lys","ISU","304","3","PCRO","L",2025-04-21,"2025",14.5,0.05,4,1.19033169817029,0.0211892990699381,"L"
172,"NREC-lys","ISU","304","3","PCRO","L",2025-05-02,"2025",16.1,0.05,5,1.23299611039215,0.0211892990699381,"L"
220,"NREC-lys","ISU","304","3","PCRO","L",2025-05-21,"2025",17.7,0.05,5,1.2718416065365,0.0211892990699381,"L"
88,"NREC-lys","ISU","402","4","PCRO","L",2025-04-03,"2025",37.4,0.25,4,1.58433122436753,0.0969100130080564,"L"
136,"NREC-lys","ISU","402","4","PCRO","L",2025-04-21,"2025",59.8,0.05,4,1.78390357927273,0.0211892990699381,"L"
184,"NREC-lys","ISU","402","4","PCRO","L",2025-05-02,"2025",36.5,0.05,5,1.57403126772772,0.0211892990699381,"L"
232,"NREC-lys","ISU","402","4","PCRO","L",2025-05-21,"2025",50.5,0.05,5,1.71180722904119,0.0211892990699381,"L"
54,"NREC-lys","ISU","104","1","WPC","L",2025-04-03,"2025",12.6,0.05,4,1.13353890837022,0.0211892990699381,"L"
162,"NREC-lys","ISU","201","2","WPC","L",2025-05-02,"2025",4,1,5,0.698970004336019,0.301029995663981,"L"
78,"NREC-lys","ISU","303","3","WPC","L",2025-04-03,"2025",34.2,0.05,4,1.54654266347813,0.0211892990699381,"L"
126,"NREC-lys","ISU","303","3","WPC","L",2025-04-21,"2025",30.9,0.05,4,1.50379068305718,0.0211892990699381,"L"
174,"NREC-lys","ISU","303","3","WPC","L",2025-05-02,"2025",30.9,0.05,5,1.50379068305718,0.0211892990699381,"L"
222,"NREC-lys","ISU","303","3","WPC","L",2025-05-21,"2025",51.6,0.05,5,1.72098574415374,0.0211892990699381,"L"
